Creator,SwallowIDs,URLs
"Rogers, Shelagh",10119; 12400; 12415; 12433; 9346; 9850,http://viaf.org/viaf/31294368
"Rohda, Lori",11223,"https://viaf.org/viaf/60165264952210192400/#Rohda,_Lori"
"Roher, Rebecca",9979,http://viaf.org/viaf/1075145856891422920152
"Rohrer, Matthew",12093,http://viaf.org/viaf/31238135
Roisin,13887,
"Roitman, Gina",10081,http://viaf.org/viaf/101624636
"Rojas Benavente, Lady",8288,http://viaf.org/viaf/104736705
"Rojinski, Arnold",12893,
"Ronald, Philip",12295,
"Rooke, Kennedy",8505,
"Rooney, Sally",12905,http://viaf.org/viaf/49149912708206212971
Rose,13890,
"Rose Pflug-Back, Kelly",8575,http://viaf.org/viaf/67158670007127202759
"Rose, Nancy",11499,http://viaf.org/viaf/305446501
"Rose, Rachel",10595; 11793,"https://viaf.org/viaf/34098873/#Rose,_Rachel,_1970-"
"Rosen, Delores",12904,
"Rosen, Joseph",13958,
"Rosen, Josh",10477,"https://viaf.org/viaf/21160362830063502908/#Rosen,_Josh_(Illustrator)"
"Rosenbaum, Bev Katz",10477,"https://viaf.org/viaf/46164518/#Rosenbaum,_Bev_Katz"
"Rosenberg, Lisa",8701,http://viaf.org/viaf/105834100
"Rosenman, John B.",8867,http://viaf.org/viaf/45624802
"Rosenthal, Jason",12498,http://viaf.org/viaf/28153530954648702526
"Rosenthal, Jason B.",9542,"https://viaf.org/viaf/28153530954648702526/#Rosenthal,_Jason"
"Rosnau, Laisha",13460,http://viaf.org/viaf/2135382
"Rosner, Anna",12281,http://viaf.org/viaf/1476159474120027661012
"Ross, Alan",11900,http://viaf.org/viaf/7164163709858529700008
"Ross, Aleksandra",9651,"https://viaf.org/viaf/46158427980806061984/#Ross,_Aleksandra"
"Ross, David",12061,
"Ross, Stephen Joseph",10142; 10143; 10145; 10147; 10148,http://viaf.org/viaf/305945935
"Ross, Stuart",12261; 13546; 13661; 8285; 9054; 9059; 9330,http://viaf.org/viaf/30230234
"Ross, Tara K.",14127; 14129,
"Ross-Opazzo, Flo",13587,
"Rothman, Claire",8357,http://viaf.org/viaf/55730032
"Rothman, Claire Holden",12905,http://viaf.org/viaf/55730032
"Rowe, Mohammed",8984,
"Rowland, Lukas",8345,
"Rowley, Mari-Lou",12104,http://viaf.org/viaf/51395082
"Rowntree, Lenore",10402; 10403; 13497,http://viaf.org/viaf/105037944
"Roy, André",13940,http://viaf.org/viaf/111197256
"Roy, Frédérique",8172,http://viaf.org/viaf/1156009982049582563
"Roy, Jonathan",10374; 10386,http://viaf.org/viaf/5541160486085405180006
"Roy, Paromita",10477,
"Roy, Wendy",10552,http://viaf.org/viaf/49528545
"Roy, Zoey",12981; 12982; 12983; 12984; 12985; 12986; 12987; 12988; 12990; 8931,http://viaf.org/viaf/66154196724620110968
"Royden, Loewen",12430,http://viaf.org/viaf/8160725720010182032
"Rozeboom, Cyn",8834,
"Rozek, Jane Catherine",11901,
"Rozworski, Michal",10098,http://viaf.org/viaf/317023823
"Rubenstein, Lorne",12273,http://viaf.org/viaf/73026639
"Rubery, Matthew",12530,http://viaf.org/viaf/6872054
"Rubin, Jeff",12559; 13414,http://viaf.org/viaf/91180218
"Rubin, Talya",11530,http://viaf.org/viaf/313282751
"Rubin, Tamar",11027; 11042; 12466,"http://viaf.org/viaf/259158185762820062052; https://viaf.org/viaf/259158185762820062052/#Rubin,_Tamar,_1986-"
"Ruder, Susanne",9140,http://viaf.org/viaf/104939852
"Ruiz Aguirre, Ana",9479,
"Rule, Bernadette",13672,http://viaf.org/viaf/26216678
"Ruparelia, Sanjay",12704; 12729; 13017; 13029; 13349; 13361; 13378; 13388,http://viaf.org/viaf/145662080
"Ruprai, Sharanpal Kaur",11038,"https://viaf.org/viaf/306378993/#Ruprai,_Sharanpal_Kaur,_1977-"
"Rushowy, Kristin",10477,
"Russel, Kate Elizabeth",9539,"https://viaf.org/viaf/142322681/#Russell,_Kate_Elizabeth"
"Russell, Ella",10477,"https://viaf.org/viaf/31162544275643310675/#Russell,_Ella"
"Russell, Michael",10294,
"Russo, Emmalea",12116,http://viaf.org/viaf/67155563949913000528
"Russo, Richard",8978,http://viaf.org/viaf/49329265
"Rustad, Harley",13368,http://viaf.org/viaf/38151897089124070256
"Rustin, Rebecca",12091,http://viaf.org/viaf/106674642
"Rutherfurd, Edward",12763,http://viaf.org/viaf/34666
"Ruthnum, Naben",10477; 11163; 13012; 13363; 8786; 9007,"http://viaf.org/viaf/8378151778238618130008; https://viaf.org/viaf/8378151778238618130008/#Ruthnum,_Naben"
"Rutkowski, Chris",13260,http://viaf.org/viaf/18698741
"Ruus, Syr",10611,http://viaf.org/viaf/102854956
"Ryan, Kydra",11571,
"Ryan, Tom",10106; 10769; 13397; 8463,http://viaf.org/viaf/250648371; http://viaf.org/viaf/7557158491044111920006
"Rykon, Mary",9683,
"Rykov, Mary",10283; 8729; 8854,http://viaf.org/viaf/105152351
"Régimbald, Diane",13609; 13982; 8272,http://viaf.org/viaf/14040496
"Réhel, Jean-Christophe",10374,http://viaf.org/viaf/150056467
"Róisín, Fariha",8517,http://viaf.org/viaf/30157038026866861949
"S. Roy, Zoë",8837,http://viaf.org/viaf/102898197
"Sa, Ca",8226,
"Saab, Jade",12347,http://viaf.org/viaf/8158488453011730261
Saabology,13732,
"Saad, Gad",12920,http://viaf.org/viaf/78210715
"Saadi, Yusuf",11296; 11503; 12664; 8353; 8357; 8699,"http://viaf.org/viaf/16157098539272552921; https://viaf.org/viaf/16157098539272552921/#Saadi,_Yusuf"
"Saaed, Jamal",9602,http://viaf.org/viaf/24158306853806400282
"Saatchi, Anaheed",8632,
"Saba, Maria",10409; 10410,
"Sabawi, Samah",8358,http://viaf.org/viaf/24147423225144882974
"Sable, Shane",13769,
"Sacco, Joe",11929; 12512; 8540,"http://viaf.org/viaf/22277197; https://viaf.org/viaf/22277197/#Sacco,_Joe,_1960-...."
"Saccone, Sica Saccone",8453,
"Saconne, Sica",8457,
"Sacuta, Norm",11565,"https://viaf.org/viaf/28891192/#Sacuta,_Norman,_1962-"
"Sadat, Shahrbanoo",8807,http://viaf.org/viaf/311640355
"Sadighi, Bahman",13930,http://viaf.org/viaf/14501654
"Sadowski, Debra",9577,
"Sadu, Itah",8678,http://viaf.org/viaf/19272615
"Saha, Manosi",8738,
"Sahni, Archna",10253; 10275; 11555; 11564; 11663,"http://viaf.org/viaf/56031410; https://viaf.org/viaf/56031410/#Sahni,_Archna"
"Saikaley, Adam",9330,
"Saikaley, Sonia",11486; 11489,http://viaf.org/viaf/226105033
"Saimoto, Laura",10587,
Saint,10484,
"Saint-Cerny, Anne-Marie",11000,"https://viaf.org/viaf/16570804/#Saint-Cerny,_Anne-Marie,_1954-...."
"Saint-Martin, Lori",13923; 13982,http://viaf.org/viaf/9966293
"Saint-Éloi, Rodney",11488; 11490; 12316; 12317; 13984,http://viaf.org/viaf/56783467
"Sairafi, Negin",13381,
"Sais, Darrell",12449,
"Sakamoto, Kerri",8626,http://viaf.org/viaf/59344697
"Saklikar, Renée Sarojini",11385,"https://viaf.org/viaf/304974173/#Saklikar,_Rene%CC%81e_Sarojini,"
"Saklikar, Renée",8701,http://viaf.org/viaf/304974173
"Saklikar, Renée Sarojini",10283; 10287; 11608; 9868,http://viaf.org/viaf/304974173
"Salah, Trish",11124; 9941,"http://viaf.org/viaf/56303860; https://viaf.org/viaf/56303860/#Salah,_Trish"
"Salazar Leon, Rebecca",11122,
"Salazar, Grace",11989,http://viaf.org/viaf/1978166110501286100003
"Salazar, Rebeca",8465; 9417,http://viaf.org/viaf/26001276
"Salazar, Rebecca",10273; 12688,http://viaf.org/viaf/316787356
"Salij, Daniel",13869; 13870; 13872; 13873; 13874; 13875; 13876; 13877; 13878; 13879; 13880; 13881; 13882; 13883; 13884; 13885; 13886; 13887; 13888; 13889; 13890; 13891; 13892; 13893,
"Salloum, Habeeb",12980,http://viaf.org/viaf/75543301
"Salman, Maitham",9479,
"Salmon, Holly Flauto",10585,
"Saltzman, Devyani",8912,http://viaf.org/viaf/36660258
"Salverson, Julie",8960,http://viaf.org/viaf/104270945
"Samad, Reem Fayyad Abdel",8267,
Samara Garfinkle,16085,https://www.samaragarfinkle.com
"Samarakoon-Amunugama, Ruwanmali",9260,http://viaf.org/viaf/8158979036155792656
"Samarasekera, Indira",13331,http://viaf.org/viaf/94751839
"Sambury, Liselle",10377,"http://viaf.org/viaf/33159335174412960415/#Sambury,_Liselle"
"Samples, E",8222,
"Sampson, Ian",10025,
"Sampson, Mark",13668; 9301; 9475,"http://viaf.org/viaf/305933931; https://viaf.org/viaf/305933931/#Sampson,_Mark,_1975-"
"Samson, John K.",8332,http://viaf.org/viaf/181011812
"Samson, Pierre",10263; 9105,"http://viaf.org/viaf/45532679; http://viaf.org/viaf/45532679/#Samson,_Pierre,_1958-...."
"Samuel, Sabrina",11855,"https://viaf.org/viaf/300036689/#Samuel,_Sabrina"
"Sanchez, Frédéric",13939,http://viaf.org/viaf/74159343
"Sandals, Leah",10834,
"Sanders, Beth",9073,http://viaf.org/viaf/1066159474067727660405
"Sanders, Dan",9057,http://viaf.org/viaf/26851800
"Sanders, Justin",8167,
"Sanders, Leslie",12566,
"Sandiford, Robert",8345,http://viaf.org/viaf/48569480
"Sandilands, Catriona",12787, http://viaf.org/viaf/58401400
"Sands, Jenna Rose",8333,
"Sanford, Emily",11987; 8834; 8837; 8850; 8851,http://viaf.org/viaf/106428717
"Sanger, Daniel",12047,http://viaf.org/viaf/6589682
"Santo, Fransisco",9879,
"Santos, Greg",10474; 11703; 11783; 8179; 8187; 8256; 8263; 8269,"http://viaf.org/viaf/107376965; https://viaf.org/viaf/107376965/#Santos,_Greg,_1981-"
"Santur, Hassan Ghedi",9287,http://viaf.org/viaf/102853141
Sara Rousseau,8172,
Sarah Albu,8172,
Sarah Feldman,12879,http://viaf.org/viaf/23151897095424070105
"Sarah, Robyn",12879; 8357,http://viaf.org/viaf/6429156497233217740001; http://viaf.org/viaf/94946178
"Saravia, Alejandro",7886; 8295,http://viaf.org/viaf/106147188
"Sardar, Haya",10603,
"Sargent, Lynne",11445; 11446; 11452; 11454,
"Sarif, Morgan Shamim",10376,
"Sarkadi, Laurie",11866,"https://viaf.org/viaf/16152930963609672937/#Sarkadi,_Laurie,_1962-"
"Sarna, Lazar",12879,http://viaf.org/viaf/5021201
"Sarojini Saklikar, Renée",13475,
"Sasagawa, Emi",10234,
"Sass, Adam",8461,http://viaf.org/viaf/8158306846606400464
"Sasson, Vanessa",12940,http://viaf.org/viaf/24401005
Satanix,8652,
Satinix,8716,
Satinka,11678,
"Saucier, Jocelyne",9599,http://viaf.org/viaf/29650549
"Saulay, Jason",11779,
"Saunder, Bernie",9659,"https://viaf.org/viaf/31162720964061090609/#Saunders,_Bernie"
"Saunders, Bernie",10154,http://viaf.org/viaf/31162720964061090609
"Saunders, Susan L.",10846,http://viaf.org/viaf/1152682486723311726
"Savage, Dan",13390,http://viaf.org/viaf/251043971
"Savage-Hughes, Carlan",9068,
"Savoie, Marilou",10352,http://viaf.org/viaf/10145304365578571014
"Savoie-Bernard, Chloé",10018; 11490; 8843,"http://viaf.org/viaf/102802882; http://viaf.org/viaf/102802882/#Savoie-Bernard,_Chlo%C3%A9"
"Sawatzky, Ellie",11192; 11623; 13556; 9876,"http://viaf.org/viaf/13151897185824072345; https://viaf.org/viaf/13151897185824072345/#Sawatzky,_Ellie,_1990-"
"Sawyer, Robert J",13406,http://viaf.org/viaf/116834060
"Sayed, Asma",9479,"https://viaf.org/viaf/305275122/#Sayed,_Asma."
"Sayers, Jentery",12492,http://viaf.org/viaf/42150083796914941563
"Scanlan, Lawrence",9528,http://viaf.org/viaf/20535297
"Scarfone, Joey",11623,
Scarlett,13577,
"Scarrow, Kristine",13276,http://viaf.org/viaf/306378647
"Schafer, Sol",13779,
"Scharhag, Lauren",8273,
"Scheier, Jacob",10152; 11874; 9018; 9645,"http://viaf.org/viaf/66271725; https://viaf.org/viaf/66271725/#Scheier,_Jacob"
"Schellenberg, Angeline",12319; 12332; 12470; 13217; 9922; 9960,http://viaf.org/viaf/443146634358141931312
"Schellenberg, Angeline Janel",10600,
"Schiffler, Carrie",9881,http://viaf.org/viaf/29157467784022320535
"Schimel, Lawrence",13975,http://viaf.org/viaf/87117215
"Schmalz, Fred",12093,http://viaf.org/viaf/17163088346294540593
"Schneider, Aaron",13670; 13907; 13908; 8316; 9808; 9809; 9810; 9832,"http://viaf.org/viaf/13152930938809672760; https://viaf.org/viaf/13152930938809672760/#Schneider,_Aaron_J."
"Schneider, Peter",11775; 9297; 9369; 9384,
"Schneller, Johanna",12572; 12758; 13032,http://viaf.org/viaf/126145003902961340539; https://www.wikidata.org/wiki/Q6216427
"Schnurmacher, Thomas",10081; 11703,http://viaf.org/viaf/6999215
"Schnurmacher, Tommy",8288,http://viaf.org/viaf/6999215
"Schoemperlen, Diane",9518; 9815,http://viaf.org/viaf/59208967
"Schofield, Alex",11528; 8269,
"Schofield, Anakana",12418; 12718,http://viaf.org/viaf/208727175
"Schofield, Nancy King",8269,
"Schofield, Scott",8339,http://viaf.org/viaf/45144782936406314274
"Scholman, Lena",13667,
"Schott, Barbara",12302,http://viaf.org/viaf/93072974
"Schott, Philipp",12309,http://viaf.org/viaf/50153713779658661201
"Schubert, Lori",8356,
"Schuelke, Thomas",11564; 11658,
"Schulman, Sarah",13024,http://viaf.org/viaf/115051462
"Schulyer, Hartley Reed",13832,
"Schulz Manaut, Marisol",13974,
"Schur, Michael",11597,http://viaf.org/viaf/169767857
"Schweblin, Samanta",8505,http://viaf.org/viaf/59022684
"Schwier, Karin Melberg",10802,http://viaf.org/viaf/261763937
"Schönmaier, Eleonore",12100,http://viaf.org/viaf/38642174
"Scoffield, Heather",13026,
"Scofield, Gregory",10930; 13055; 13947,"http://viaf.org/viaf/116015663; https://viaf.org/viaf/116015663/#Scofield,_Gregory,_1966-"
"Scoles, James",11027; 11059,"https://viaf.org/viaf/12161390817058262375/#Scoles,_James,_1969-"
"Scott, Cam",12213; 12369,http://viaf.org/viaf/43155830572833071674
"Scott, Daniel G",13504; 13544,http://viaf.org/viaf/105926108
"Scott, Daniel G.",8380; 8387; 8394,http://viaf.org/viaf/105926108
"Scott, Erin",8180; 8190,
"Scott, Gail",10153; 13951; 8308,http://viaf.org/viaf/14804046
"Scott, Graham Robert",10286,
"Scott, Howard",8557,http://viaf.org/viaf/58933321
"Scott, Jordan",9047; 9884,http://viaf.org/viaf/106299599; http://viaf.org/viaf/154111021
"Scott, Kim",13947,
"Scott, Martha",12755,
"Scott, Robyn",11871; 11872,"https://viaf.org/viaf/52900459/#Scott,_Robyn"
"Scott, Susan",11964; 11981,http://viaf.org/viaf/104619245
"Scott, Walter",13155,
"Scramstad, Liam",13060,
"Scriver, Amanda",10540; 8572,"https://viaf.org/viaf/39150030561910961221/#Scriver,_Amanda"
"Seager, Sara",12574,http://viaf.org/viaf/26767634
"Sealey-Qaylo, Aziza Moqia",13779,
"Sealy, Jasmine",10236; 10971,http://viaf.org/viaf/47164295158308411725
"Sebastian, Troy",10965; 11163,
"Sebastianutti, Lori",13672,
"Sedaris, David",11599,http://viaf.org/viaf/8230168
"Sedivy, Julie",9931,http://viaf.org/viaf/140962606
"Seelig, Adam",8306,http://viaf.org/viaf/102801825
"Seesequasis, Paul",10837; 10930,"http://viaf.org/viaf/21642714; https://viaf.org/viaf/21642714/#Seesequasis,_Paul"
"Selena, the Stripper",10237,http://viaf.org/viaf/6159999801130112970
"Seljak-Byrne, Kerry",10296,
"Selman, Jason",11507; 11678; 13606; 8186; 8351,http://viaf.org/viaf/49013249
"Selman, Jason (Blackbird)",8183,http://viaf.org/viaf/49013249
"Semach, Geffen",10236,
"Semko, Jay",10658,http://viaf.org/viaf/79693757
"Semujanga, Josias",13937,http://viaf.org/viaf/17337580
"Senior, Olive",11488; 13909; 8646; 8785; 8842,http://viaf.org/viaf/76349656
"Senior, Paulette",12756; 9098,
"Sentes, Bryan",13587; 13589; 13615,http://viaf.org/viaf/28855371
"Seoane, Israel",10290,http://viaf.org/viaf/15149233412176511617
Seream,11027,https://viaf.org/viaf/49333684/#Seream_1968-....
"Sereda, David",8740,http://viaf.org/viaf/4457154260346024480005
"Serrano, Ana",12565,
Seth,7945; 8277; 9513,http://viaf.org/viaf/77395251
"Seubert, David",12336,
"Severson-Baker, Juleta",10600,http://viaf.org/viaf/300215184
"Sewell, Anna Marie",13440; 9479,"http://viaf.org/viaf/91121973; https://viaf.org/viaf/91121973/#Sewell,_Anna_Marie"
"Sewell, Raymond",10768; 10771; 10794,
"Sewell, Savanah",8330,
"Sexsmith, Sinclair",8456,http://viaf.org/viaf/432159397510219301202
"Sexton, Stephen",8258,http://viaf.org/viaf/107145003297161301227
"Seys, Wendy",10702,
"Shafak, Elif",9361,http://viaf.org/viaf/64320935
"Shafi, Hana",10521; 8284; 8435; 8439; 8447; 8756,"http://viaf.org/viaf/34153470888045081258; https://viaf.org/viaf/34153470888045081258/#Shafi,_Hana,_1993-"
"Shah Hoque, Anna",8491,
"Shah, Aparna Kaji",10307,http://viaf.org/viaf/461816
"Shah, Sonia",12503,http://viaf.org/viaf/8251956
"Shahbaz, Haider",13645,
"Shaheen-Hussain, Samir",11525,http://viaf.org/viaf/18159233861903370042
"Shalaby, Ibrahim",13605,
"Shales Lefkos, Patti",11901; 13466,http://viaf.org/viaf/35157701825444222965
"Shandler, Jeffrey",12946,http://viaf.org/viaf/69109277
"Shannacappo, Neal",8894, http://viaf.org/viaf/61156130959458311759
"Shannon, Avery",13750,http://viaf.org/viaf/120456191
"Shannon, Drew",10477; 12459; 13316,"http://viaf.org/viaf/317096435; https://viaf.org/viaf/317096435/#Shannon,_Drew,_1988-"
"Shapiro, Esmé",11399; 8592,http://viaf.org/viaf/317096387
"Shapiro, James",8794,http://viaf.org/viaf/111853839
"Shapiro, Rob",12662; 9372,http://viaf.org/viaf/38157340547409920150
"Shapiro, Susan",11838,http://viaf.org/viaf/32157038029266861588
"Shapland, Jenn",12504,http://viaf.org/viaf/20156495402317562110
"Shapton, Leanne",7945,http://viaf.org/viaf/16613446
"Sharma, Ambica",11694,
"Sharma, Manish",10147,http://viaf.org/viaf/95082098
"Sharma, Sanjana",8875,
"Sharma, Yuyutsu",11567,"https://viaf.org/viaf/13154239/#Yuyutsu,_R._D._1960-"
"Sharman, Zena",11762,http://viaf.org/viaf/169344203
"Sharp, Cynthia",10727; 11817; 13472; 13628; 13905,"http://viaf.org/viaf/143149485510493420009; https://viaf.org/viaf/2197153184542627100002/#Sharp,_Cynthia_(Poe%CC%80te)"
"Sharp, Jenn",13304,http://viaf.org/viaf/9156988790361000342
"Sharp, Sid",10252,http://viaf.org/viaf/7723164539796632240007
"Sharpe, Carson",8525,http://viaf.org/viaf/425159397308219300024
"Sharpe, Cason",8227,http://viaf.org/viaf/425159397308219300024
"Sharpe, Jenny",8863,
"Sharpe, Tess",10377,"http://viaf.org/viaf/312785743/#Sharpe,_Tess."
"Sharren, Kandice",12802,
"Shaw, Ian",10078,
"Shaw, Ian Thomas",10031; 12699; 12710,http://viaf.org/viaf/104893222
"Shaw, Justin",13289,
"Shaw, Marlo K.",8432,
"Shaw, Zoe",11708; 7964,
Shawn Thicke,16085,https://shawn-thicke.bandcamp.com/music
"Shawnoo, Patricia",12284; 12463,
"SheLa Morrison, Nefertiti",13628,
"Shea, Theresa",10037; 10077; 10960,http://viaf.org/viaf/282798748
"Shearer, Karis",12237,http://viaf.org/viaf/61365463
"Shebahkeget, Özten",11027,
"Shedden, Jim",9833; 9836,"http://viaf.org/viaf/115865781/#Shedden,_Jim,_1963-"
"Sheehy, Barry",8350; 8509,http://viaf.org/viaf/16414217
"Sheena, Kamal",8669,http://viaf.org/viaf/78151110794337061907
"Sheldon, Melaina",11089; 11090,
"Shelstad, Sam",10293,http://viaf.org/viaf/21150030696910962991
"Shen, Jiazhuang",8648,http://viaf.org/viaf/63863344
"Shen, Lisa",13888,
"Shenfeld, Karen",9896,http://viaf.org/viaf/9383034
"Shephard, Michelle",12496; 12706; 8754,http://viaf.org/viaf/73662706
"Shepherd, Kelly",9118,http://viaf.org/viaf/100147905035779090879
"Shepherd, Michelle",13391,
"Sheppard, Dale",9798,"https://viaf.org/viaf/106499218/#Sheppard,_Dale,_1955-"
"Sherman, David",9976,http://viaf.org/viaf/101504785
"Sherren, Reg",12263,http://viaf.org/viaf/31158367580601280578
"Sherwin, Tjia",12426,http://viaf.org/viaf/34388788
"Sherwood, Claire",8252,
"Shetler, Justin Alexander",13368,http://viaf.org/viaf/19162420765132252991
Sheung-King,8302; 9332,http://viaf.org/viaf/50159610209140540386
"Shi, Jane",10876; 9844,
"Shidmehr, Nilofar",8627,http://viaf.org/viaf/19497585
"Shield, Alix",10844,
"Shields, Erin",8959,http://viaf.org/viaf/187040669
"Shields, Vanessa",11946; 8215; 8217; 8219; 8220; 8221; 8409; 8418, http://viaf.org/viaf/160196149; http://viaf.org/viaf/160196149
"Shillington, Joan",8411; 9009; 9119; 9935,http://viaf.org/viaf/102841822
"Shimotakahara, Leslie",10042; 8675; 9015,http://viaf.org/viaf/159898378
"Shin, Ann",10477; 13348,"http://viaf.org/viaf/53491860; https://viaf.org/viaf/53491860/#Shin,_Ann"
"Shingoose, Nahanni",9473,http://viaf.org/viaf/41156131054958312594
"Shirt, Donovan",10484,
"Shirtliffe, Leanne",9060,http://viaf.org/viaf/295064235
"Shkimba, Margaret",9467; 9474,
"Shoalts, Adam",12411,http://viaf.org/viaf/106689255
"Shockley, Evie",9573,http://viaf.org/viaf/4275368
"Shoker, Kiran",13750,
"Shore, Jacques J. M.",12922; 12927,http://viaf.org/viaf/73213292
"Shoroplova, Nina",11374; 11379; 11380; 11883,"http://viaf.org/viaf/316545705; https://viaf.org/viaf/316545705/#Shoroplova,_Nina"
"Short, Donn",12447,http://viaf.org/viaf/291757113
"Shorty, Sharon",11091; 11115,
"Showler, Suzannah",10749,http://viaf.org/viaf/29254942
Shqdel,13888; 13891; 13892,
"Shraya, Vivek",11596; 12061; 8473; 8487; 8726; 9032; 9039; 9096; 9100; 9162; 9416; 9424; 9479; 9958,"http://viaf.org/viaf/315534076; http://viaf.org/viaf/315534076/#Shraya,_Vivek,_1981-; https://viaf.org/viaf/315534076/#Shraya,_Vivek,_1981-"
"Shrier, Howard",12739,http://viaf.org/viaf/101524105
"Shukla, Barnali Ray",13648,
"Shukla, Nikesh",13976,http://viaf.org/viaf/171732762
"Shuter, Set L",13617,
"Shuttleworth, Ashley",10377,"http://viaf.org/viaf/1158732829333050182/#Shuttleworth,_Ashley"
"Shyba, Lorene",9115,http://viaf.org/viaf/34148570604824311713
Siadic,13629,
Siddhartha,13889,
"Siddiqui, Nahid",13645,
"Siebert, Melanie",13499,http://viaf.org/viaf/102898291
"Siegel, Alisa",12388,http://viaf.org/viaf/9156917210054792908
"Sigalow, Emily",12941,http://viaf.org/viaf/297506101
"Sigurdson, Ben",12398,
"Sigurðardóttir, Ásta Fanney",8258,http://viaf.org/viaf/425152138622610980374
"Silcott, Jane",11887,http://viaf.org/viaf/300003415
"Sileika, Antanas",10033,http://viaf.org/viaf/56503151
"Silva, María Quintana",9334,http://viaf.org/viaf/72153773510561432347
"Silva, Patricia",10536,
"Silver Slayter, Rebecca",10116; 12031; 12032; 8903; 8904; 8909, http://viaf.org/viaf/264589510; http://viaf.org/viaf/264589510
"Silver, Avi",10271; 8467,
"Silver, Awi",13655,
"Silver, Dawna",9824,
"Silver, Erin",12307; 8458,http://viaf.org/viaf/315590707
"Silvera, Adam",8472,http://viaf.org/viaf/313284984
"Silverthorne, Judith",10652,http://viaf.org/viaf/105277302
"Simmers, Bren",11028; 13293; 8271; 8573,"http://viaf.org/viaf/7139162; https://viaf.org/viaf/7139162/#Simmers,_Bren,_1976-"
"Simmers, Kyle",11758; 9114,http://viaf.org/viaf/56156563365623240439
"Simmins, Marjorie",8901; 8903; 8905,http://viaf.org/viaf/21596097
"Simmonds, Erica",11508,
"Simon, Sherry",12892,http://viaf.org/viaf/3152148753688541320001
"Simonds, Merilyn",10155,http://viaf.org/viaf/45229681
"Simons, Paula",10202; 10208,
"Simonson, Logan",13779,
"Simpson, Anne",10100; 10102; 8267; 8901; 8904; 8906,http://viaf.org/viaf/30770424
"Simpson, Ansley",10477,"https://viaf.org/viaf/32165048288531190605/#Simpson,_Ansley"
"Simpson, Jaye",8154,
"Simpson, Leanne Betasamosake",13127; 13153; 13982; 8310; 8531; 8623; 8912; 9160,http://viaf.org/viaf/102794966
"Simpson, Natalie",9112,http://viaf.org/viaf/78142389
"Sims, Andrew",13476; 13496; 13505; 13514,
"Sinaee, Bardia",10085; 10477; 13654; 9564,"http://viaf.org/viaf/11160120856840442682; https://viaf.org/viaf/11160120856840442682/#Sinaee,_Bardia"
"Sinatra, Dank",8716,
"Sinclair, Niigaanwewidam James",11858; 11865; 12294; 12328; 12355,"http://viaf.org/viaf/221197021; https://viaf.org/viaf/221197021/#Sinclair,_Niigaanwewidam_James"
"Sinclair, Patti",10258,http://viaf.org/viaf/106417300
"Sinclair, Sue",12678; 13604; 9698; 9786,"http://viaf.org/viaf/43656247; https://viaf.org/viaf/43656247/#Sinclair,_Sue,_1972-"
"Sindu, S. J.",10971; 9941,http://viaf.org/viaf/5148874378649620914
"Sindu, SJ",8452,http://viaf.org/viaf/5148874378649620914
"Singh Sandhu, Jaskaran",10477; 10524,
"Singh, Harnarayan",9479,"https://viaf.org/viaf/30158259493902302965/#Singh,_Harnarayan"
"Singh, Jaspreet",12048,"https://viaf.org/viaf/33888010/#Singh,_Jaspreet,_1969-...."
"Singh, Ranjit",9827,
"Singh, Ruby",11592,
"Singh, Sonya",10477,"https://viaf.org/viaf/30162720985461090871/#Singh,_Sonya_(Sonya_K.)"
"Sinha, Meera",12413,
"Sinha, Pankhuri",9126,http://viaf.org/viaf/75735694
"Sioui Durand, Guy",13151,http://viaf.org/viaf/171217692
"Sioui Durand, Yves",13140,http://viaf.org/viaf/76555789
"Sioui Wawanoloath, Christine",13148; 13153; 13158,http://viaf.org/viaf/32223749
"Sioui, Jean",13131; 13142; 13160; 13162; 13991,http://viaf.org/viaf/48746759
"Sioui, Jocelyn",13157; 13159; 13165; 13173,http://viaf.org/viaf/2160725644410181783
"Sioui-Durand, Yves",13159,http://viaf.org/viaf/76555789
Sirreal,13844,
"Siré, Cora",10065; 8168; 8255; 8292; 8954; 9946, http://viaf.org/viaf/306379155; http://viaf.org/viaf/306379155
"Siré, Core",8272,
"Sise, Phyllis",10839; 11230,http://viaf.org/viaf/105444607
"Sitoski, Richard- Yves",9911,
"Sitoski, Richard-Yves",10537,
"Sitter, Bonnie",13665,http://viaf.org/viaf/303093052
"Sjolie, Autumn",13339,
"Sjunneson, Elsa",8170,http://viaf.org/viaf/5161816139727720101
"Sjöblom, Lisa Wool-Rim",8478,http://viaf.org/viaf/280047551
"Sjöholm, Dorothy",9721,http://viaf.org/viaf/106319327
"Skaff, Madona",11443; 11449, http://viaf.org/viaf/3163408914700092415; http://viaf.org/viaf/3163408914700092415
"Skaff-Koren, Madona",11452; 11454; 11486; 11489,http://viaf.org/viaf/3163408914700092415
"Skelton, J. Wallace",10477,"https://viaf.org/viaf/80148449621815690666/#skelton,_j_wallace"
"Skibsrud, Johanna",8212, http://viaf.org/viaf/71212894
"Skidmore, Pat",11381,
"Skjeie, Cooper",13049,
"Skolkin-Smith, Leora",9394,http://viaf.org/viaf/21589665
"Skov-Nielsen, Emily",10386; 12664; 12692; 8267; 8465; 8722; 9786,"http://viaf.org/viaf/171158669744727200239; https://viaf.org/viaf/171158669744727200239/#Skov-Nielsen,_Emily,_1989-"
